Respondent_ID,Age_Group,Gender,City_Tier,Status,Income,Gaming_Platform,Gaming_Hours_Per_Week,Setup_Type,Price_Sensitivity,Preferred_Style,Preferred_Color,Purchase_Channel,Spending_Per_Purchase,Annual_Setup_Budget,Purchase_Likelihood,Own_Keycaps,Own_Coiled_Cable,Own_Deskmat,Own_Cable_Sleeves,Own_Streaming_Gear
152,18-21,Male,Tier 1,Student,No income,PC/Laptop,10-20,Basic PC/Laptop,Balanced,Anime,White,Offline Store,Under 500,2000-5000,Very likely,1,0,1,0,0
153,Above 40,Male,Tier 3,Student,Under 20000,PC/Laptop,6-10,Mid-range PC,Discount seeker,Cyberpunk,Purple,Flipkart,500-1500,Under 2000,Maybe,1,0,0,0,0
154,Under 18,Male,Tier 1,Other,20000-50000,PC/Laptop,6-10,High-end PC,Balanced,Anime,Purple,Flipkart,1500-3000,2000-5000,Likely,0,1,1,0,0
155,22-25,Male,Tier 1,Student,20000-50000,Xbox,2-5,Mobile only,Cheapest option,Cyberpunk,Black,Brand Website,1500-3000,5000-10000,Maybe,1,0,1,0,0
156,18-21,Female,Tier 3,Student,20000-50000,Multiple,2-5,Mobile only,Discount seeker,No preference,Green,Amazon,1500-3000,5000-10000,Likely,0,0,0,0,0
157,22-25,Female,Tier 3,Student,50000-100000,Mobile,6-10,Mobile only,Balanced,Minimal,Purple,Amazon,1500-3000,10000-20000,Unlikely,0,1,1,0,1
158,18-21,Male,Tier 2,Business Owner,No income,Xbox,6-10,Basic PC/Laptop,Discount seeker,Cyberpunk,White,Amazon,Under 500,Under 2000,Likely,0,1,0,0,1
159,Under 18,Prefer not to say,Tier 2,Freelancer/Creator,Under 20000,PC/Laptop,6-10,Console,Discount seeker,Anime,Black,Amazon,500-1500,Under 2000,Maybe,1,0,1,1,0
160,Under 18,Male,Tier 1,Student,Under 20000,PC/Laptop,2-5,High-end PC,Discount seeker,RGB,RGB,International Websites,Under 500,Under 2000,Very likely,1,0,0,0,0
161,26-30,Male,Tier 1,Student,Under 20000,PC/Laptop,2-5,Mid-range PC,Discount seeker,Anime,Purple,International Websites,500-1500,2000-5000,Likely,1,0,0,0,0
162,Above 40,Male,Tier 1,Working Professional,No income,Multiple,6-10,Basic PC/Laptop,Discount seeker,Minimal,RGB,Flipkart,Under 500,2000-5000,Very likely,0,0,1,1,0
163,22-25,Male,Tier 1,Working Professional,Under 20000,Xbox,2-5,High-end PC,Discount seeker,No preference,Red,Amazon,Under 500,2000-5000,Maybe,0,0,0,0,0
164,22-25,Male,Tier 3,Student,Under 20000,Mobile,2-5,High-end PC,Balanced,Cyberpunk,Green,Amazon,500-1500,Under 2000,Unlikely,0,0,1,0,1
165,18-21,Prefer not to say,Tier 1,Working Professional,20000-50000,PlayStation,6-10,Basic PC/Laptop,Premium buyer,Anime,RGB,Amazon,500-1500,5000-10000,Maybe,0,1,1,1,0
166,18-21,Male,Tier 2,Working Professional,No income,PlayStation,>20,Basic PC/Laptop,Balanced,Anime,Green,Flipkart,500-1500,2000-5000,Very likely,0,0,0,0,0
167,26-30,Female,Tier 1,Working Professional,20000-50000,Multiple,2-5,Basic PC/Laptop,Discount seeker,Minimal,Blue,Amazon,1500-3000,2000-5000,Very likely,0,0,0,0,0
168,22-25,Male,Tier 3,Student,Under 20000,PC/Laptop,<2,Basic PC/Laptop,Balanced,Cyberpunk,Black,Offline Store,500-1500,2000-5000,Very likely,0,0,0,0,0
169,18-21,Male,Tier 2,Working Professional,No income,PlayStation,>20,Basic PC/Laptop,Discount seeker,Cyberpunk,Pastel,Amazon,Under 500,2000-5000,Unlikely,1,0,1,0,0
170,26-30,Female,Tier 1,Student,No income,PC/Laptop,10-20,Basic PC/Laptop,Balanced,Minimal,Green,Amazon,Under 500,2000-5000,Very likely,0,0,1,1,0
171,31-40,Female,Tier 2,Working Professional,Under 20000,PC/Laptop,<2,Mid-range PC,Balanced,Cyberpunk,Black,Flipkart,Under 500,2000-5000,Maybe,0,0,1,1,0
172,Above 40,Male,Tier 3,Student,Under 20000,PC/Laptop,2-5,High-end PC,Discount seeker,Minimal,White,Brand Website,500-1500,2000-5000,Maybe,0,1,1,0,0
173,18-21,Male,Tier 3,Student,20000-50000,Multiple,6-10,High-end PC,Premium buyer,Cyberpunk,White,Amazon,1500-3000,5000-10000,Maybe,0,0,1,0,0
174,22-25,Male,Tier 1,Student,50000-100000,PlayStation,6-10,Basic PC/Laptop,Premium buyer,Cyberpunk,Black,Amazon,1500-3000,5000-10000,Likely,0,0,1,1,0
175,26-30,Male,Tier 3,Student,100000-200000,Multiple,6-10,Mobile only,Discount seeker,Anime,Blue,Amazon,3000-7000,Above 20000,Likely,0,0,1,1,0
176,26-30,Female,Tier 3,Other,20000-50000,Multiple,10-20,Mid-range PC,Balanced,RGB,RGB,Brand Website,500-1500,5000-10000,Likely,0,0,0,0,0
177,18-21,Male,Tier 1,Student,100000-200000,PC/Laptop,6-10,Mid-range PC,Balanced,RGB,Green,Offline Store,3000-7000,Above 20000,Maybe,0,0,0,0,0
178,Under 18,Male,Tier 1,Business Owner,Above 200000,PC/Laptop,10-20,Mid-range PC,Balanced,Cyberpunk,Red,Brand Website,3000-7000,Above 20000,Unlikely,1,0,0,0,0
179,22-25,Male,Tier 2,Student,No income,Multiple,<2,Basic PC/Laptop,Balanced,Minimal,Red,Amazon,Under 500,Under 2000,Very likely,0,1,0,1,0
180,18-21,Male,Tier 2,Working Professional,Under 20000,PlayStation,10-20,Mobile only,Cheapest option,Cyberpunk,Blue,Flipkart,500-1500,Under 2000,Unlikely,0,0,0,0,0
181,18-21,Female,Tier 1,Student,No income,Multiple,6-10,Mid-range PC,Discount seeker,Anime,RGB,Offline Store,500-1500,Under 2000,Likely,0,0,1,0,0
182,22-25,Male,Tier 1,Student,No income,Mobile,<2,Mid-range PC,Balanced,Cyberpunk,Purple,Amazon,Under 500,Under 2000,Very unlikely,0,0,0,0,0
183,22-25,Prefer not to say,Tier 1,Working Professional,20000-50000,Mobile,2-5,Mid-range PC,Balanced,Anime,Purple,Brand Website,1500-3000,5000-10000,Unlikely,0,0,1,0,1
184,22-25,Male,Tier 2,Working Professional,No income,Xbox,6-10,Mid-range PC,Discount seeker,Anime,Blue,Flipkart,500-1500,2000-5000,Very unlikely,0,0,1,0,0
185,22-25,Male,Tier 2,Working Professional,Under 20000,Multiple,10-20,Basic PC/Laptop,Discount seeker,Cyberpunk,Green,Flipkart,500-1500,2000-5000,Very unlikely,0,0,1,0,0
186,18-21,Male,Tier 1,Other,50000-100000,Mobile,6-10,Basic PC/Laptop,Cheapest option,Cyberpunk,Purple,Flipkart,1500-3000,5000-10000,Likely,0,0,1,0,0
187,26-30,Male,Tier 2,Other,Under 20000,PC/Laptop,6-10,Console,Balanced,Cyberpunk,Purple,International Websites,Under 500,2000-5000,Very likely,0,0,1,0,0
188,22-25,Male,Tier 1,Freelancer/Creator,No income,PC/Laptop,2-5,Mobile only,Discount seeker,Minimal,Purple,Brand Website,Under 500,Under 2000,Likely,0,0,1,1,0
189,22-25,Male,Tier 2,Student,Under 20000,PlayStation,6-10,Mid-range PC,Discount seeker,RGB,Purple,Flipkart,500-1500,Under 2000,Very likely,1,0,0,0,0
190,Under 18,Male,Tier 3,Working Professional,20000-50000,Mobile,2-5,Mid-range PC,Discount seeker,Minimal,White,Amazon,1500-3000,5000-10000,Likely,0,0,1,0,0
191,Under 18,Prefer not to say,Tier 1,Student,20000-50000,Mobile,2-5,Mid-range PC,Balanced,Minimal,Blue,Amazon,500-1500,5000-10000,Very likely,0,0,0,0,1
192,22-25,Male,Tier 1,Other,Under 20000,PC/Laptop,6-10,Basic PC/Laptop,Discount seeker,Anime,Red,Amazon,500-1500,2000-5000,Very likely,1,0,1,0,0
193,18-21,Male,Tier 2,Freelancer/Creator,100000-200000,PC/Laptop,<2,Mobile only,Discount seeker,Anime,Green,Offline Store,3000-7000,Above 20000,Very likely,0,0,1,0,0
194,22-25,Male,Tier 2,Other,Under 20000,Mobile,2-5,Basic PC/Laptop,Cheapest option,Minimal,Blue,Amazon,500-1500,2000-5000,Very likely,0,0,1,1,0
195,18-21,Male,Tier 2,Student,20000-50000,Mobile,6-10,Mid-range PC,Discount seeker,Cyberpunk,Black,Amazon,1500-3000,2000-5000,Very likely,1,0,0,0,0
196,18-21,Male,Tier 1,Working Professional,20000-50000,Mobile,6-10,High-end PC,Cheapest option,Anime,Pastel,Offline Store,1500-3000,2000-5000,Unlikely,1,1,0,0,0
197,22-25,Female,Tier 2,Student,Under 20000,Multiple,6-10,Basic PC/Laptop,Balanced,Cyberpunk,Black,Amazon,500-1500,Under 2000,Unlikely,0,0,0,0,0
198,22-25,Male,Tier 1,Working Professional,100000-200000,PC/Laptop,10-20,Mid-range PC,Balanced,Cyberpunk,Purple,Amazon,7000+,10000-20000,Likely,0,0,0,1,0
199,26-30,Male,Tier 2,Student,No income,PC/Laptop,<2,Mid-range PC,Discount seeker,RGB,Purple,Offline Store,500-1500,Under 2000,Unlikely,0,0,0,0,0
200,22-25,Male,Tier 1,Student,50000-100000,Mobile,2-5,Mobile only,Cheapest option,No preference,Red,Amazon,3000-7000,10000-20000,Likely,0,1,1,0,0
201,22-25,Male,Tier 1,Freelancer/Creator,20000-50000,Mobile,10-20,Console,Balanced,No preference,Pastel,Flipkart,500-1500,5000-10000,Very likely,0,0,1,0,0
202,Under 18,Male,Tier 2,Working Professional,20000-50000,PC/Laptop,<2,High-end PC,Balanced,Cyberpunk,Pastel,Offline Store,1500-3000,2000-5000,Likely,0,0,0,0,0
203,18-21,Male,Tier 1,Student,Under 20000,Multiple,6-10,Basic PC/Laptop,Balanced,Minimal,RGB,Flipkart,500-1500,Under 2000,Maybe,0,0,0,0,0
204,26-30,Male,Tier 2,Student,20000-50000,PC/Laptop,2-5,High-end PC,Discount seeker,RGB,Green,Amazon,1500-3000,2000-5000,Likely,1,0,0,0,0
205,26-30,Male,Tier 2,Working Professional,20000-50000,Mobile,2-5,High-end PC,Discount seeker,Minimal,White,Flipkart,1500-3000,2000-5000,Unlikely,1,1,0,0,0
206,18-21,Male,Tier 3,Business Owner,20000-50000,PC/Laptop,2-5,Console,Cheapest option,No preference,Black,Amazon,500-1500,5000-10000,Very likely,1,0,0,1,0
207,22-25,Male,Tier 1,Freelancer/Creator,Under 20000,Multiple,6-10,Mid-range PC,Balanced,Minimal,Blue,Amazon,Under 500,Under 2000,Likely,0,0,0,0,0
208,22-25,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,10-20,Console,Balanced,Minimal,Green,Amazon,500-1500,2000-5000,Maybe,0,0,1,0,0
209,Under 18,Male,Tier 2,Working Professional,No income,PC/Laptop,10-20,Console,Cheapest option,Minimal,Red,Brand Website,500-1500,Under 2000,Maybe,0,1,0,0,0
210,18-21,Male,Tier 1,Student,Under 20000,PC/Laptop,2-5,Mid-range PC,Cheapest option,RGB,Red,Flipkart,Under 500,2000-5000,Very likely,0,0,0,1,0
211,26-30,Male,Tier 2,Student,100000-200000,Mobile,2-5,Mid-range PC,Balanced,Minimal,Green,Flipkart,3000-7000,10000-20000,Very likely,0,0,1,0,0
212,26-30,Male,Tier 1,Working Professional,Under 20000,PlayStation,<2,Mid-range PC,Premium buyer,Minimal,Pastel,Offline Store,Under 500,Under 2000,Likely,0,0,1,0,1
213,31-40,Male,Tier 3,Other,50000-100000,Mobile,2-5,Basic PC/Laptop,Premium buyer,Anime,White,Amazon,3000-7000,5000-10000,Very unlikely,0,0,1,1,1
214,18-21,Male,Tier 1,Student,No income,PlayStation,10-20,Basic PC/Laptop,Balanced,RGB,Purple,Flipkart,500-1500,Under 2000,Likely,0,0,1,0,0
215,26-30,Male,Tier 2,Working Professional,50000-100000,Mobile,6-10,Mobile only,Discount seeker,Cyberpunk,Pastel,Flipkart,3000-7000,5000-10000,Maybe,0,0,0,1,1
216,18-21,Male,Tier 1,Other,Above 200000,Mobile,10-20,Basic PC/Laptop,Discount seeker,Cyberpunk,White,Amazon,3000-7000,Above 20000,Likely,0,0,0,1,0
217,22-25,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,RGB,Red,Brand Website,500-1500,2000-5000,Likely,0,1,0,0,0
218,22-25,Male,Tier 3,Freelancer/Creator,100000-200000,Xbox,2-5,Mid-range PC,Balanced,No preference,Purple,Flipkart,7000+,Above 20000,Likely,1,0,0,0,0
219,Under 18,Male,Tier 1,Working Professional,50000-100000,Multiple,6-10,Mid-range PC,Cheapest option,RGB,Blue,Offline Store,3000-7000,10000-20000,Very likely,0,0,1,1,0
220,31-40,Male,Tier 3,Working Professional,50000-100000,PC/Laptop,2-5,High-end PC,Cheapest option,Cyberpunk,Green,Offline Store,3000-7000,10000-20000,Unlikely,1,0,0,0,0
221,18-21,Male,Tier 1,Student,No income,PC/Laptop,>20,Console,Cheapest option,RGB,Green,Flipkart,500-1500,2000-5000,Likely,1,0,0,0,0
222,18-21,Male,Tier 2,Student,Under 20000,Mobile,<2,Mid-range PC,Cheapest option,Anime,Red,Amazon,500-1500,Under 2000,Very likely,0,0,0,0,0
223,22-25,Male,Tier 1,Working Professional,Under 20000,Xbox,<2,Basic PC/Laptop,Balanced,RGB,White,Offline Store,500-1500,Under 2000,Very likely,0,0,1,0,0
224,26-30,Female,Tier 1,Working Professional,50000-100000,Multiple,10-20,Mid-range PC,Balanced,Anime,Red,Flipkart,1500-3000,10000-20000,Maybe,0,0,1,0,0
225,18-21,Male,Tier 2,Working Professional,No income,PC/Laptop,>20,Mid-range PC,Discount seeker,Cyberpunk,Green,Flipkart,500-1500,Under 2000,Likely,0,0,0,0,0
226,Under 18,Male,Tier 1,Student,Under 20000,PC/Laptop,10-20,Mid-range PC,Cheapest option,No preference,Purple,International Websites,500-1500,Under 2000,Maybe,0,0,1,0,0
227,22-25,Female,Tier 2,Student,20000-50000,PC/Laptop,2-5,Mobile only,Balanced,Minimal,Red,Amazon,1500-3000,2000-5000,Very likely,1,0,1,0,0
228,18-21,Male,Tier 1,Working Professional,100000-200000,PC/Laptop,2-5,Mid-range PC,Balanced,Anime,Green,Offline Store,3000-7000,Above 20000,Likely,0,0,0,0,0
229,22-25,Prefer not to say,Tier 2,Student,50000-100000,PC/Laptop,<2,Mid-range PC,Balanced,Cyberpunk,Black,Flipkart,3000-7000,5000-10000,Maybe,1,0,0,0,0
230,22-25,Male,Tier 3,Student,No income,PlayStation,2-5,High-end PC,Discount seeker,Anime,Green,Amazon,500-1500,Under 2000,Maybe,0,0,0,0,0
231,22-25,Male,Tier 2,Student,20000-50000,Mobile,>20,Mid-range PC,Premium buyer,Minimal,Pastel,Amazon,500-1500,2000-5000,Unlikely,0,0,0,0,0
232,Above 40,Male,Tier 3,Student,20000-50000,Mobile,2-5,Console,Cheapest option,RGB,White,Offline Store,500-1500,5000-10000,Maybe,0,0,1,0,0
233,22-25,Male,Tier 3,Student,Under 20000,PC/Laptop,2-5,Mid-range PC,Balanced,Anime,Red,Offline Store,500-1500,2000-5000,Very unlikely,0,0,1,0,0
234,Under 18,Male,Tier 1,Other,Under 20000,Xbox,2-5,Basic PC/Laptop,Discount seeker,No preference,White,Brand Website,Under 500,Under 2000,Maybe,0,1,1,0,0
235,Under 18,Male,Tier 2,Student,Under 20000,Multiple,10-20,Mobile only,Balanced,No preference,Black,Flipkart,Under 500,2000-5000,Likely,0,0,0,0,0
236,Under 18,Female,Tier 2,Student,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,Cyberpunk,RGB,Amazon,1500-3000,5000-10000,Maybe,1,0,1,0,1
237,26-30,Male,Tier 2,Business Owner,Under 20000,PC/Laptop,<2,Console,Discount seeker,No preference,White,Amazon,500-1500,2000-5000,Maybe,0,0,1,0,0
238,22-25,Female,Tier 1,Working Professional,20000-50000,PC/Laptop,<2,Basic PC/Laptop,Balanced,No preference,RGB,International Websites,1500-3000,2000-5000,Unlikely,1,0,1,0,0
239,Under 18,Male,Tier 2,Working Professional,Under 20000,Mobile,2-5,Basic PC/Laptop,Balanced,No preference,Black,Offline Store,Under 500,Under 2000,Unlikely,0,0,0,0,0
240,18-21,Male,Tier 2,Working Professional,50000-100000,PC/Laptop,2-5,Console,Discount seeker,Minimal,Red,Amazon,3000-7000,10000-20000,Likely,0,1,0,1,0
241,22-25,Male,Tier 2,Student,No income,Mobile,>20,Basic PC/Laptop,Discount seeker,RGB,RGB,Amazon,500-1500,Under 2000,Likely,0,0,1,0,0
242,18-21,Male,Tier 1,Freelancer/Creator,50000-100000,Mobile,2-5,Mid-range PC,Premium buyer,No preference,Blue,Amazon,3000-7000,5000-10000,Likely,0,0,0,0,0
243,Under 18,Female,Tier 1,Student,No income,Multiple,6-10,Mid-range PC,Balanced,RGB,Pastel,Brand Website,Under 500,2000-5000,Very unlikely,0,1,1,1,0
244,22-25,Male,Tier 2,Working Professional,20000-50000,PlayStation,6-10,Console,Premium buyer,Anime,Pastel,Offline Store,1500-3000,5000-10000,Maybe,1,0,0,1,0
245,26-30,Male,Tier 2,Student,20000-50000,PC/Laptop,<2,Mid-range PC,Premium buyer,Cyberpunk,Black,International Websites,1500-3000,2000-5000,Very unlikely,0,0,0,0,0
246,31-40,Male,Tier 2,Student,Above 200000,PC/Laptop,6-10,Basic PC/Laptop,Discount seeker,No preference,RGB,Amazon,7000+,10000-20000,Very unlikely,0,0,0,0,0
247,18-21,Male,Tier 1,Student,50000-100000,Multiple,<2,Mid-range PC,Premium buyer,RGB,Blue,Amazon,3000-7000,10000-20000,Maybe,0,0,0,0,0
248,Above 40,Male,Tier 1,Freelancer/Creator,100000-200000,PlayStation,<2,High-end PC,Discount seeker,Cyberpunk,Purple,Amazon,7000+,10000-20000,Very likely,0,0,1,0,0
249,22-25,Male,Tier 3,Working Professional,Under 20000,Mobile,2-5,Mobile only,Balanced,Minimal,White,Flipkart,Under 500,Under 2000,Very likely,0,1,1,0,0
250,26-30,Female,Tier 1,Working Professional,Under 20000,Multiple,<2,Mid-range PC,Discount seeker,Anime,Green,Amazon,Under 500,Under 2000,Likely,0,0,0,0,0
251,22-25,Female,Tier 2,Student,No income,PC/Laptop,2-5,Mid-range PC,Discount seeker,Anime,Blue,Amazon,Under 500,Under 2000,Very likely,0,0,0,0,0
252,31-40,Female,Tier 1,Student,Under 20000,PC/Laptop,6-10,Console,Discount seeker,RGB,Red,Offline Store,500-1500,2000-5000,Likely,0,0,0,0,0
253,Under 18,Prefer not to say,Tier 1,Other,Above 200000,Mobile,6-10,Basic PC/Laptop,Cheapest option,No preference,RGB,Amazon,7000+,Above 20000,Likely,0,0,0,0,0
254,26-30,Male,Tier 3,Working Professional,50000-100000,Mobile,10-20,High-end PC,Discount seeker,RGB,RGB,Amazon,3000-7000,10000-20000,Unlikely,1,0,0,0,0
255,26-30,Male,Tier 1,Other,20000-50000,Mobile,2-5,Basic PC/Laptop,Discount seeker,No preference,Black,Flipkart,1500-3000,2000-5000,Maybe,0,0,0,0,0
256,22-25,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,<2,Basic PC/Laptop,Discount seeker,Cyberpunk,Black,Amazon,Under 500,2000-5000,Maybe,0,0,1,0,0
257,Under 18,Male,Tier 1,Student,20000-50000,PlayStation,6-10,Mid-range PC,Balanced,RGB,White,Flipkart,1500-3000,5000-10000,Very unlikely,0,1,0,0,0
258,Under 18,Male,Tier 2,Student,100000-200000,PlayStation,<2,Basic PC/Laptop,Balanced,RGB,RGB,Flipkart,3000-7000,Above 20000,Maybe,1,0,1,0,1
259,18-21,Male,Tier 1,Student,20000-50000,Mobile,6-10,High-end PC,Discount seeker,No preference,Red,Amazon,500-1500,5000-10000,Maybe,0,0,0,0,0
260,31-40,Male,Tier 1,Student,20000-50000,Mobile,<2,High-end PC,Discount seeker,Anime,White,Amazon,500-1500,2000-5000,Likely,0,0,1,1,0
261,22-25,Male,Tier 2,Student,20000-50000,PlayStation,2-5,High-end PC,Balanced,Cyberpunk,RGB,Amazon,500-1500,5000-10000,Very likely,1,0,0,1,1
262,22-25,Female,Tier 1,Student,Under 20000,Mobile,6-10,Mid-range PC,Premium buyer,Anime,Pastel,Flipkart,500-1500,2000-5000,Very likely,0,0,1,0,0
263,18-21,Female,Tier 2,Student,No income,PC/Laptop,2-5,Basic PC/Laptop,Discount seeker,RGB,Green,Amazon,Under 500,2000-5000,Very likely,1,0,0,0,0
264,Under 18,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,6-10,Console,Premium buyer,Cyberpunk,Purple,Flipkart,1500-3000,2000-5000,Maybe,0,0,1,1,0
265,22-25,Female,Tier 1,Working Professional,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,No preference,Red,Offline Store,1500-3000,5000-10000,Very likely,0,0,1,0,0
266,22-25,Male,Tier 2,Working Professional,Under 20000,Multiple,2-5,High-end PC,Discount seeker,Cyberpunk,Red,International Websites,Under 500,2000-5000,Likely,0,0,0,0,0
267,Above 40,Male,Tier 1,Student,No income,Multiple,2-5,Mid-range PC,Discount seeker,Anime,Red,Flipkart,Under 500,2000-5000,Maybe,0,1,1,0,1
268,Under 18,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,<2,Mid-range PC,Balanced,RGB,Green,Brand Website,500-1500,Under 2000,Very likely,0,0,0,1,0
269,18-21,Female,Tier 2,Student,20000-50000,Multiple,2-5,Mid-range PC,Premium buyer,Anime,RGB,Amazon,500-1500,2000-5000,Likely,0,0,1,0,0
270,26-30,Male,Tier 2,Working Professional,50000-100000,Mobile,2-5,Mobile only,Premium buyer,Minimal,White,Offline Store,3000-7000,5000-10000,Very unlikely,0,0,0,0,0
271,22-25,Female,Tier 2,Working Professional,50000-100000,Multiple,<2,Mobile only,Premium buyer,No preference,Black,Offline Store,3000-7000,5000-10000,Likely,0,0,1,0,0
272,22-25,Female,Tier 1,Student,Under 20000,PC/Laptop,10-20,Console,Discount seeker,Minimal,Red,Amazon,Under 500,Under 2000,Unlikely,0,1,1,0,0
273,18-21,Female,Tier 2,Working Professional,Under 20000,Mobile,6-10,Mid-range PC,Premium buyer,RGB,Pastel,Flipkart,500-1500,Under 2000,Maybe,0,0,1,0,0
274,Under 18,Male,Tier 1,Student,No income,PlayStation,6-10,Basic PC/Laptop,Balanced,No preference,Purple,Offline Store,500-1500,Under 2000,Very likely,0,0,0,0,0
275,26-30,Male,Tier 3,Student,No income,PC/Laptop,2-5,Basic PC/Laptop,Discount seeker,Anime,RGB,Amazon,Under 500,2000-5000,Very unlikely,1,0,0,0,0
276,Under 18,Male,Tier 1,Student,Above 200000,Mobile,>20,High-end PC,Balanced,No preference,RGB,Flipkart,7000+,Above 20000,Very likely,0,0,1,0,0
277,18-21,Male,Tier 1,Student,No income,Multiple,6-10,Basic PC/Laptop,Balanced,No preference,Pastel,Amazon,Under 500,Under 2000,Likely,0,0,1,0,0
278,18-21,Female,Tier 1,Student,Under 20000,Mobile,>20,Mid-range PC,Cheapest option,Minimal,Purple,Offline Store,Under 500,2000-5000,Likely,0,0,1,0,0
279,18-21,Female,Tier 1,Working Professional,50000-100000,Mobile,10-20,High-end PC,Discount seeker,No preference,White,Amazon,1500-3000,10000-20000,Likely,0,0,0,1,0
280,22-25,Male,Tier 1,Student,100000-200000,Multiple,10-20,Mobile only,Balanced,Minimal,Purple,Amazon,7000+,10000-20000,Maybe,0,0,0,0,0
281,Under 18,Male,Tier 2,Working Professional,Under 20000,Mobile,<2,Mid-range PC,Discount seeker,RGB,Blue,Flipkart,500-1500,2000-5000,Likely,0,0,1,0,0
282,18-21,Male,Tier 1,Student,20000-50000,Xbox,2-5,High-end PC,Balanced,Cyberpunk,Black,Amazon,1500-3000,5000-10000,Maybe,0,0,1,0,0
283,Under 18,Male,Tier 2,Student,20000-50000,Multiple,2-5,High-end PC,Cheapest option,RGB,Green,Flipkart,500-1500,2000-5000,Unlikely,0,1,0,0,1
284,22-25,Male,Tier 1,Student,Under 20000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,RGB,Green,Flipkart,Under 500,Under 2000,Very likely,0,0,0,0,0
285,18-21,Female,Tier 1,Working Professional,20000-50000,Mobile,>20,High-end PC,Balanced,Cyberpunk,Red,Offline Store,1500-3000,5000-10000,Likely,0,0,1,1,1
286,22-25,Male,Tier 3,Student,Under 20000,Multiple,2-5,Mid-range PC,Premium buyer,RGB,Black,Offline Store,500-1500,Under 2000,Likely,0,0,1,0,0
287,18-21,Male,Tier 3,Working Professional,100000-200000,PC/Laptop,10-20,Console,Discount seeker,No preference,Pastel,International Websites,3000-7000,Above 20000,Likely,0,0,1,0,0
288,22-25,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,2-5,Mid-range PC,Balanced,RGB,Black,Brand Website,500-1500,5000-10000,Unlikely,0,0,1,1,0
289,31-40,Male,Tier 1,Student,20000-50000,PC/Laptop,2-5,Mid-range PC,Discount seeker,No preference,RGB,Offline Store,500-1500,2000-5000,Likely,1,1,1,0,0
290,31-40,Male,Tier 1,Working Professional,20000-50000,Xbox,<2,Mid-range PC,Discount seeker,Cyberpunk,Black,Offline Store,500-1500,2000-5000,Very likely,1,0,1,0,0
291,31-40,Male,Tier 3,Student,20000-50000,Mobile,6-10,Mid-range PC,Cheapest option,RGB,Green,Amazon,500-1500,5000-10000,Very likely,0,0,1,0,0
292,26-30,Male,Tier 1,Working Professional,20000-50000,Mobile,2-5,Console,Discount seeker,RGB,Green,Brand Website,500-1500,2000-5000,Very likely,1,0,1,0,0
293,22-25,Male,Tier 1,Business Owner,No income,Multiple,6-10,Basic PC/Laptop,Balanced,Cyberpunk,Black,Amazon,500-1500,2000-5000,Very unlikely,0,0,0,0,0
294,22-25,Prefer not to say,Tier 1,Student,Under 20000,Xbox,2-5,Mobile only,Balanced,RGB,Green,Flipkart,Under 500,2000-5000,Very likely,1,0,0,0,0
295,18-21,Male,Tier 2,Student,50000-100000,Mobile,2-5,Basic PC/Laptop,Balanced,RGB,Green,Brand Website,1500-3000,5000-10000,Likely,0,0,1,0,1
296,18-21,Male,Tier 1,Student,Under 20000,PC/Laptop,10-20,Console,Discount seeker,Anime,Red,Amazon,500-1500,2000-5000,Very likely,0,0,1,0,0
